datahora;satelite;pais;estado;municipio;bioma;diasemchuva;precipitacao;riscofogo;latitude;longitude;frp;latitude1;longitude2
22/09/2021 16:13;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;61;0;1;-1.561.615;-478.997;253;-15,61615;-47,8997
23/09/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;78;0;1;-1.586.224;-4.819.946;10,9;-15,86224;-48,19946
23/09/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;100;0;1;-1.581.765;-4.827.273;6,6;-15,81765;-48,27273
23/09/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-1.577.866;-4.813.371;10,8;-15,77866;-48,13371
23/09/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-1.556.958;-4.788.799;8,2;-15,56958;-47,88799
23/09/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-1.554.462;-4.778.477;12;-15,54462;-47,78477
23/09/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-1.554.328;-4.777.549;13,9;-15,54328;-47,77549
06/10/2021 16:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;;;;-1.564.948;-4.811.844;30;-15,64948;-48,11844
06/10/2021 16:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;;;;-1.565.225;-4.814.364;27,8;-15,65225;-48,14364
06/10/2021 16:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;;;;-1.600.277;-4.819.178;44,1;-16,00277;-48,19178
06/10/2021 16:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;;;;-1.600.487;-4.818.646;37,6;-16,00487;-48,18646
07/10/2021 17:09;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;;;;-159.346;-4.770.734;67,6;-15,9346;-47,70734
07/10/2021 17:09;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;;;;-1.593.656;-4.771.952;138,6;-15,93656;-47,71952
09/10/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;8;0.1;1;-1.561.408;-4.792.188;8,4;-15,61408;-47,92188
04/04/2021 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;0;1.9;0.5;-15,75;-47.337;22,2;-15,75;-47,337
14/04/2021 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0.6;0.3;-15.644;-47.931;7,6;-15,644;-47,931
16/04/2021 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;6;0;0.6;-15.725;-47.667;17,4;-15,725;-47,667
23/04/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;0.6;-15.737;-48.053;27,1;-15,737;-48,053
04/05/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;0.9;-15.919;-47.394;7;-15,919;-47,394
04/05/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;1;-15.917;-47.383;16;-15,917;-47,383
04/05/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;0.6;-15.691;-47,99;18,9;-15,691;-47,99
04/05/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;0.6;-15,69;-47.978;103,5;-15,69;-47,978
04/05/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;1;-15.652;-47.763;4,9;-15,652;-47,763
11/05/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;10;0;0.8;-15.611;-48.096;3,5;-15,611;-48,096
20/05/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;0.9;-15.658;-47.879;18;-15,658;-47,879
20/05/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;0.9;-15.657;-47.868;33,5;-15,657;-47,868
25/05/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;1;-15,99;-48.126;11,5;-15,99;-48,126
08/06/2021 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;19;0;1;-15.741;-47.671;25,8;-15,741;-47,671
10/06/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;12;0;1;-15.734;-47.539;19,4;-15,734;-47,539
10/06/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;12;0;1;-15.725;-47,54;8,9;-15,725;-47,54
28/06/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15,95;-48.239;10;-15,95;-48,239
28/06/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;0.9;-15.663;-47.898;8,9;-15,663;-47,898
28/06/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;0.9;-15.662;-47.888;4,7;-15,662;-47,888
28/06/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15.625;-47.687;8,3;-15,625;-47,687
30/06/2021 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;15;0;1;-15.752;-48.163;10,4;-15,752;-48,163
01/07/2021 17:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;16;0;1;-15.768;-47.792;19,3;-15,768;-47,792
03/07/2021 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;18;0;1;-15.855;-48.152;24,9;-15,855;-48,152
03/07/2021 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;18;0;1;-15.865;-48.151;11,3;-15,865;-48,151
03/07/2021 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;18;0;0.9;-15.635;-47.859;6,5;-15,635;-47,859
05/07/2021 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;20;0;1;-15,74;-48.139;22,5;-15,74;-48,139
05/07/2021 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;20;0;1;-15.524;-47.535;6,2;-15,524;-47,535
09/07/2021 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;24;0;1;-16.039;-47.959;32;-16,039;-47,959
09/07/2021 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;24;0;1;-16.042;-47.978;73,2;-16,042;-47,978
10/07/2021 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-15.955;-47.767;28,4;-15,955;-47,767
10/07/2021 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-15.952;-47.752;26,3;-15,952;-47,752
10/07/2021 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-15.704;-47.786;9,3;-15,704;-47,786
12/07/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-15.962;-47.883;15,1;-15,962;-47,883
12/07/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-15.972;-47.881;8,7;-15,972;-47,881
12/07/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-15.961;-47.873;6,7;-15,961;-47,873
12/07/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-15.926;-47.828;5,6;-15,926;-47,828
12/07/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-15.763;-47.968;7;-15,763;-47,968
12/07/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;-999;-15.604;-47.651;7,9;-15,604;-47,651
12/07/2021 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-15.599;-47.659;6,9;-15,599;-47,659
18/07/2021 16:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;33;0;1;-16,05;-47,84;44,2;-16,05;-47,84
19/07/2021 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;34;0;1;-16,02;-48.098;6,7;-16,02;-48,098
19/07/2021 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;34;0;1;-15.711;-47.897;12,4;-15,711;-47,897
21/07/2021 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;36;0;1;-15.885;-48.146;26,3;-15,885;-48,146
21/07/2021 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;36;0;1;-15.656;-47.834;63,1;-15,656;-47,834
21/07/2021 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;36;0;-999;-15.647;-47.835;5,4;-15,647;-47,835
23/07/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;38;0.5;1;-15.823;-48.266;19,8;-15,823;-48,266
23/07/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;37;15.7;0.1;-15.687;-47.607;28,4;-15,687;-47,607
23/07/2021 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;37;15;0.1;-15.688;-47.619;14,3;-15,688;-47,619
24/07/2021 17:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;0;0;0.9;-1.594.001;-4.807.816;40,8;-15,94001;-48,07816
24/07/2021 17:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;0;0;0.4;-1.594.419;-4.810.113;38,9;-15,94419;-48,10113
26/07/2021 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;1;-1.602.543;-4.789.135;11,9;-16,02543;-47,89135
28/07/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;0.9;-1.578.152;-477.872;10,6;-15,78152;-47,7872
28/07/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-1.566.609;-4.763.648;18,8;-15,66609;-47,63648
28/07/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-1.566.456;-4.762.637;12,2;-15,66456;-47,62637
28/07/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;0.9;-1.565.671;-4.763.805;19,5;-15,65671;-47,63805
01/08/2021 16:39;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;9;0;1;-1.553.515;-4.765.065;13,3;-15,53515;-47,65065
02/08/2021 17:22;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;;;;-1.576.523;-4.788.502;14,5;-15,76523;-47,88502
04/08/2021 17:09;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;12;0.3;1;-160.375;-4.783.738;17,2;-16,0375;-47,83738
04/08/2021 17:09;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;12;0.7;1;-1.572.599;-4.813.101;38,3;-15,72599;-48,13101
12/08/2021 16:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;22;0;1;-1.586.195;-4.815.668;44,6;-15,86195;-48,15668
12/08/2021 16:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-1.585.345;-48.165;48,9;-15,85345;-48,165
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;1;-1.602.175;-4.813.761;11,1;-16,02175;-48,13761
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;1;-1.601.258;-4.813.918;7,2;-16,01258;-48,13918
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;0.9;-1.597.442;-4.813.533;7,4;-15,97442;-48,13533
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;34;0;1;-1.589.359;-4.821.484;7,2;-15,89359;-48,21484
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;33;0;1;-1.589.214;-4.820.515;8,1;-15,89214;-48,20515
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;43;0;1;-1.586.614;-4.821.941;13,7;-15,86614;-48,21941
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;40;0;1;-1.586.468;-4.820.978;10,9;-15,86468;-48,20978
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;43;0;1;-1.577.334;-4.821.043;15,3;-15,77334;-48,21043
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;1;-1.576.999;-4.800.084;44;-15,76999;-48,00084
13/08/2021 17:02;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;1;-1.563.513;-4.772.315;9,9;-15,63513;-47,72315
15/08/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;23;0;1;-1.600.512;-4.816.758;16,9;-16,00512;-48,16758
15/08/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;23;0;1;-1.596.189;-4.824.136;6,5;-15,96189;-48,24136
15/08/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;23;0;1;-1.578.774;-4.771.089;36,7;-15,78774;-47,71089
15/08/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;23;0;1;-1.577.991;-4.772.193;31,8;-15,77991;-47,72193
15/08/2021 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;23;0;1;-1.577.859;-4.771.226;25,7;-15,77859;-47,71226
17/08/2021 16:39;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-157.824;-4.797.921;20;-15,7824;-47,97921
18/08/2021 17:22;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;26;0;1;-1.566.933;-476.744;30,7;-15,66933;-47,6744
19/08/2021 16:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-1.577.988;-4.800.108;39,9;-15,77988;-48,00108
19/08/2021 16:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-1.577.717;-4.797.622;31,8;-15,77717;-47,97622
19/08/2021 16:26;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-1.577.343;-4.798.134;32,9;-15,77343;-47,98134
20/08/2021 17:09;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;28;0;1;-1.561.958;-4.819.327;57,4;-15,61958;-48,19327
22/08/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;30;0;1;-157.018;-481.227;12,6;-15,7018;-48,1227
22/08/2021 16:56;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;30;0;1;-1.570.047;-4.811.344;8,9;-15,70047;-48,11344
16/01/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;1;-15.591;-47.397;11,9;-15,591;-47,397
16/01/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;0,8;-15.884;-47.579;13,4;-15,884;-47,579
16/01/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;0,7;-15.889;-47.585;20,9;-15,889;-47,585
31/01/2019 17:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;4;0;-999;-15.651;-47.854;106,5;-15,651;-47,854
22/02/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;0;4,6;0,1;-15.656;-48.028;23,5;-15,656;-48,028
02/06/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15,92;-47.382;16,3;-15,92;-47,382
11/06/2019 16:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-16.034;-48.104;22,4;-16,034;-48,104
21/06/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;33;0;0,9;-15.557;-47.884;5,4;-15,557;-47,884
27/06/2019 16:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-15.614;-47.806;30,2;-15,614;-47,806
27/06/2019 16:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;24;0;1;-15.642;-47.926;160,6;-15,642;-47,926
02/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-15,86;-48.145;64,6;-15,86;-48,145
02/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-15.861;-48.157;35,9;-15,861;-48,157
07/07/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;1;-15.611;-47.961;7,3;-15,611;-47,961
07/07/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;-999;-15.757;-47.772;6,6;-15,757;-47,772
07/07/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;11;0;1;-16.047;-48.119;8;-16,047;-48,119
09/07/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;4;0;1;-15.663;-47,9;7,6;-15,663;-47,9
09/07/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;11;0;0,8;-16.003;-48.104;5,1;-16,003;-48,104
11/07/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;9;0;1;-15.852;-48.238;13,2;-15,852;-48,238
11/07/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;10;0;1;-15,85;-48.233;23,9;-15,85;-48,233
11/07/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15,85;-48.223;12;-15,85;-48,223
16/07/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;11;0;1;-16.014;-48.173;7,2;-16,014;-48,173
16/07/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;11;0;1;-16.016;-48.182;8,5;-16,016;-48,182
14/07/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;9;0;1;-16.034;-48.254;19,7;-16,034;-48,254
14/07/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;19;0;1;-15.934;-48.012;5,2;-15,934;-48,012
14/07/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;1;-15.934;-48.005;28,3;-15,934;-48,005
14/07/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;23;0;1;-15.933;-47.994;8,3;-15,933;-47,994
14/07/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;1;-15.932;-48.001;23,1;-15,932;-48,001
23/07/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;0;0;1;-15.713;-48.149;25,5;-15,713;-48,149
23/07/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;0;0;1;-15.714;-48.159;55;-15,714;-48,159
23/07/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;0;0;0,9;-15.723;-48.158;5,3;-15,723;-48,158
16/07/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;11;0;0,8;-15.777;-47.796;147,2;-15,777;-47,796
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15.898;-47.756;19,6;-15,898;-47,756
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15.932;-47.785;35,2;-15,932;-47,785
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;18;0;1;-15.781;-48.112;21,2;-15,781;-48,112
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;19;0;-999;-15.791;-48,11;65,2;-15,791;-48,11
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;-999;-15.792;-48.122;12,5;-15,792;-48,122
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;28;0;1;-15.887;-48.139;17,8;-15,887;-48,139
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15.896;-47.745;45,2;-15,896;-47,745
27/07/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-15,67;-47.667;14,8;-15,67;-47,667
27/07/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-15.671;-47.681;219,9;-15,671;-47,681
01/08/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;16;0;1;-15.917;-47,79;5,8;-15,917;-47,79
01/08/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;15;0;1;-15.937;-48.119;5;-15,937;-48,119
03/08/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;17;0,1;1;-15.977;-47.756;19,5;-15,977;-47,756
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;1;-15.768;-47.652;19,7;-15,768;-47,652
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;1;-15.769;-47.662;71,2;-15,769;-47,662
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;1;-15.967;-47.751;26,5;-15,967;-47,751
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-15.969;-47.761;164,3;-15,969;-47,761
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;8;0;1;-15,97;-47.771;8,4;-15,97;-47,771
07/08/2019 16:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;6;0;1;-15,97;-47.769;76,9;-15,97;-47,769
07/08/2019 16:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;8;0;1;-15.975;-47.775;53,6;-15,975;-47,775
10/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;11;0;1;-15.744;-47.701;15,9;-15,744;-47,701
10/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;14;0;1;-15.922;-48,19;16,1;-15,922;-48,19
10/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;9;0;1;-15.973;-47.625;12,3;-15,973;-47,625
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;-999;-15.845;-47.966;23,4;-15,845;-47,966
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;20;0;1;-15.964;-47.753;21,4;-15,964;-47,753
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;24;0;1;-15.965;-47.763;20,1;-15,965;-47,763
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;72;0;1;-16,01;-47.899;23,6;-16,01;-47,899
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;78;0;1;-16,03;-47.907;20;-16,03;-47,907
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;82;0;1;-16.031;-47.916;9,9;-16,031;-47,916
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;77;0;1;-16.011;-47.909;19,6;-16,011;-47,909
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;73;0;1;-16.019;-47.898;76,8;-16,019;-47,898
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;77;0;1;-16.021;-47.908;25;-16,021;-47,908
20/08/2019 17:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;14;0;1;-15.629;-47.605;30;-15,629;-47,605
19/08/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;24;0;1;-15,92;-47.787;23;-15,92;-47,787
21/08/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;18;0;1;-15.749;-47.674;17,8;-15,749;-47,674
21/08/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;1;-15.751;-47.691;43,4;-15,751;-47,691
28/08/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-15.729;-48.153;22;-15,729;-48,153
31/08/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-15.577;-47.497;32,2;-15,577;-47,497
03/09/2019 17:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;80;0;1;-15.966;-47.987;84,9;-15,966;-47,987
02/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;34;0,1;1;-15.694;-48.129;7,6;-15,694;-48,129
